chunk_id,texto,tipo,pagina,fuente_pdf,referencia
35,"(cid:2) xiv experiencewithus.ThemessageaboutTonyandInday:atremendousopenness andabilitytointegratewhatthey’velearnedandapplyinimaginativeandperspi- caciouswaysintheirownsetting. One fortunate consequence of Inday and Tony’s brilliant teaching – which makes the presentation of this book so vividly clear – is that it inspires others. About ten years ago Maria Asuncion (Mianne) Silvestre, a neonatologist, attended one of the Dans’ workshops and emerged as an EBM enthusiast. She tookonateachingroleandemergedasoneofthemosteffectiveEBMfacilitators inthePhilippines.Herinsightsandexperiencehavealsocontributedtothelucid presentationsinthistext. WeshallnowtakeadvantageofInday,Tony,andMianne’senormousexperi- enceofEBMandtheirimaginationandbrilliantteachingabilitiesinthiswonder- fulbook.Thetitle“PainlessEBM”capturestheessenceoftheirwork.Theyhave presented challenging concepts in simple, clear, and extremely appealing ways whichmakelearningEBMpainlessandenjoyable.Theyhaveemphasizedthelast ofthethreepillarsoftheEBMapproach:whilethebooktellsyouaboutvalidity andunderstandingtheresults,thefocusisonapplicability.Whatisthemeaning oftheevidence?Howcanyouapplyitinyourownsetting?Howcanyouapply theevidencetopatientswithverydifferentcircumstancesandvaryingvaluesand (cid:2) (cid:2) preferences? Increasingly,applyingtheliteraturetoclinicalpracticedoesnotmeanadetailed readingofalargenumberoforiginalstudies.Rather,thecliniciancanrecognize valid pre-appraised resources and differentiate them from poorly substantiated .d e opinion.Thebookprovidesguidesforassessingnotonlyoriginalstudiesofdiag- vre se nosisandtherapy,butalsosystematicreviewswhichsummarizeanumberofsuch r sth original studies. The",ventana,16,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
36,"valid pre-appraised resources and differentiate them from poorly substantiated .d e opinion.Thebookprovidesguidesforassessingnotonlyoriginalstudiesofdiag- vre se nosisandtherapy,butalsosystematicreviewswhichsummarizeanumberofsuch r sth original studies. The ability to differentiate strong from weak literature reviews g ir llA andtounderstandsummariesofthemagnitudeoftreatmenteffectsiscrucialfor .d e efficientevidence-basedpractice. ta ro p When a new pivotal study comes to light, evidence-based clinicians do not ro cn I ,sn o n re e s e u d lts to .Im rea a d gin it e i t n ha d t e I ta a i m l to tel e l v in a g lu y a o te u i a",ventana,16,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
37,"a i m l to tel e l v in a g lu y a o te u i a t b s o s u ig t n a ifi re c c a e n n c t e ly o c r o t n o d d u e c c te id d e st h u o d w yr t e o p u o s r e tin it g s S & y anapparentlyimportanttreatmenteffect.Itellyou:thatthestudywasarandom- e liW izedtrialandthatrandomizationwasadequatelyconcealed;thatpatients,care- n h o givers,andthosecollectingandadjudicatingoutcomedatawereblindtowhether J .7 1 patients received treatment or control interventions; that",ventana,16,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
38,"& y anapparentlyimportanttreatmenteffect.Itellyou:thatthestudywasarandom- e liW izedtrialandthatrandomizationwasadequatelyconcealed;thatpatients,care- n h o givers,andthosecollectingandadjudicatingoutcomedatawereblindtowhether J .7 1 patients received treatment or control interventions; that investigators success- 0 2 © fully followed all patients who were randomized; and that, in the analysis, all th g iryp patients were included in the groups to which they were randomized. Assum- o C ing that I am skilled in making these judgments, and am telling you the truth, youhavealltheinformationyouneedtojudgethevalidityofthestudy.IfIthen provideyouwithafewcrucialdetailsofwhowasenrolled,howtheinterventions Painless Evidence-Based Medicine, edited by Antonio L. Dans, et al., John Wiley & Sons, Incorporated, 2017. ProQuest Ebook Central, http://ebookcentral.proquest.com/lib/bibliojaveriana-ebooks/detail.action?docID=4772289. Created from bibliojaveriana-ebooks on 2026-03-18 02:45:52. (cid:2)",ventana,16,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
39,"et al., John Wiley & Sons, Incorporated, 2017. ProQuest Ebook Central, http://ebookcentral.proquest.com/lib/bibliojaveriana-ebooks/detail.action?docID=4772289. Created from bibliojaveriana-ebooks on 2026-03-18 02:45:52. (cid:2)",ventana,16,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
40,"(cid:2) xv wereadministered,andthemagnitudeandprecisionofestimatesoftheimpactof theinterventiononallpatient-relevantoutcomes,youhaveeverythingyouneed toapplytheresultsinclinicalpractice. Synopses of individual studies which provide the crucial information needed to understand the appropriate strength of inference to apply the results are increasingly available, as are systematic reviews, and, to a lesser extent, high-quality evidence-based practice guidelines. Entire systems of knowledge based on evidence-based principles and textbooks of evidence-based medicine are beginning to arrive. The innovative electronic text UpToDate is an example ofaresourcethatstrivestobefullyevidence-basedandtoprovideguidancefor mostdilemmasthatcliniciansfaceinpractice;UpToDateiseffectiveinmeeting boththeseaims. Whenyou,asaclinician,havereadanddigestedthecurrenttext,youwillhave thetoolstoreadandinterpretsynopsesandsystematicreviewsandwillbeable to find such pearls in the rocky landscape of the current medical literature. In thistextyouwillfindcasestudiesandexamplesdirectlyrelevanttoyourareaof clinicalpractice.Moreimportantly,youwillfindtrue-to-lifeexamplesofhowto addressthedailypatientdilemmasyoufacemoreeffectively.Youwillfindclini- calpracticemoresatisfyingand,mostimportant,youwillbemoreconfidentin (cid:2) (cid:2) providingyourpatientswithoptimalmedicalcare.Finally,ifyouareinterested inadeeperunderstandingofEBM,thisbookprovidesasteppingstonetoamore comprehensivetextthatcanprovideknowledgeandskillsrequiredfornotonly thepractice,butalsotheteachingofEBM.[2] .d e vre IthasbeenmyprivilegeandjoytoreflectonEBMinthecontextofthiswon-",ventana,17,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
41,"of the current medical literature. In thistextyouwillfindcasestudiesandexamplesdirectlyrelevanttoyourareaof clinicalpractice.Moreimportantly,youwillfindtrue-to-lifeexamplesofhowto addressthedailypatientdilemmasyoufacemoreeffectively.Youwillfindclini- calpracticemoresatisfyingand,mostimportant,youwillbemoreconfidentin (cid:2) (cid:2) providingyourpatientswithoptimalmedicalcare.Finally,ifyouareinterested inadeeperunderstandingofEBM,thisbookprovidesasteppingstonetoamore comprehensivetextthatcanprovideknowledgeandskillsrequiredfornotonly thepractice,butalsotheteachingofEBM.[2] .d e vre IthasbeenmyprivilegeandjoytoreflectonEBMinthecontextofthiswon- se derfulbook,preparedbytwoofmydearfriendsandtheiroutstandingcolleague. r sth g ir llA .d e GordonGuyatt,MD ta ro p McMasterUniversity ro cn I ,sn o S & y e References liW n h o J .7 [1] Evidence-Based Medicine Working Group (1992) Evidence-based medicine. A new 1 0 approachtoteachingthepracticeofmedicine.JournaloftheAmericanMedicalAssocia- 2 © th tion.,268(17),2420–2425. g iryp o [2] G fo u r y E a v t i t d , e G n . c a e n -B d a R s e e n",ventana,17,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
42,"i t d , e G n . c a e n -B d a R s e e n d n C ie li , n D ic . a ( l e P ds r ) ac (2 ti 0 c 0 e, 2 A )Th MA eU P s u er b s l ’ ic G a u ti i o d n es s, to C t h h i e c M ag e o d , i I c L a . lLiterature:AManual C Painless Evidence-Based Medicine, edited by Antonio L. Dans, et",ventana,17,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
43,"o d , i I c L a . lLiterature:AManual C Painless Evidence-Based Medicine, edited by Antonio L. Dans, et al., John Wiley & Sons, Incorporated, 2017. ProQuest Ebook Central, http://ebookcentral.proquest.com/lib/bibliojaveriana-ebooks/detail.action?docID=4772289. Created from bibliojaveriana-ebooks on 2026-03-18 02:45:52. (cid:2)",ventana,17,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
44,"(cid:2) (cid:2) (cid:2) .d e vre se r sth g ir llA .d e ta ro p ro cn I ,sn o S & y e liW n h o J .7 1 0 2 © th g iryp o C Painless Evidence-Based Medicine, edited by Antonio L. Dans, et al., John Wiley & Sons, Incorporated, 2017. ProQuest Ebook Central, http://ebookcentral.proquest.com/lib/bibliojaveriana-ebooks/detail.action?docID=4772289. Created from bibliojaveriana-ebooks on 2026-03-18 02:45:52. (cid:2)",ventana,18,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
45,"(cid:2) Foreword to the Second Edition Thereisnothingmoredeceptivethananobviousfact. ArthurConanDoyle,“TheBoscombeValleyMystery” Over the course of my career, I have been encouraged by the decrease in “eminence-based”authoritarianmedicalteachers,forreputationscanbedeceiv- ing!Ihavewitnessed,incontrast,thesteadybutrelentlessincreaseinindividuals who facilitate the learning of “evidence-based medicine.” This framework is (cid:2) (cid:2) exemplified in this splendid pocket-sized text by Antonio (Tony) and Leonila (Inday)Dans,MariaAsuncionSilvestre,andcolleagues. I have had the pleasure of working with and learning from Tony and Inday since1991,whentheycametoCanadafortraininginclinicalepidemiology.They .d e quicklymasteredtheskillsofnotonlychallengingdogmabutcomingupwithnew vre se waysofimplementingsolutions.Theyhavelongbeeninterestedintheteachingof r sth clinicalepidemiologyandevidence-basedmedicine,andwerefoundingmembers g ir llA oftheClinicalEpidemiologyResearchandTrainingCentre(CERTC)intheUni- .d e versityofthePhilippines,oneofthefirstinternationaltrainingcentersfundedby ta ro theRockefellerFoundation.Thiscenterhassinceproducedmanycliniciangrad- p ro cn uates–suchastheco-authorsofthistext. I ,sn IndayandTonyhavegrownintohighlyvaluedmembersoftheeditorialteam o S & oftheJournalofClinicalEpidemiology(Elsevier).Bringinginfreshperspectives y e liW from the developing world,",ventana,19,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
46,"ro theRockefellerFoundation.Thiscenterhassinceproducedmanycliniciangrad- p ro cn uates–suchastheco-authorsofthistext. I ,sn IndayandTonyhavegrownintohighlyvaluedmembersoftheeditorialteam o S & oftheJournalofClinicalEpidemiology(Elsevier).Bringinginfreshperspectives y e liW from the developing world, they have led the establishment of a substantive n h o focus,viewingproblemsthatcliniciansmayfacegloballyfromdifferentvantage J .7 1 points. They have brought in tutorials and regional series on the challenges 0 2 © and tailored solutions to research and training in clinical epidemiology in low- th g and middle-income countries. Similarly, with clinicians in mind, in this book, iryp o learning of evidence-based medicine is framed around asking the relevant C clinical question rather than around the usual approach of different study designs.",ventana,19,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
47,"medicine is framed around asking the relevant C clinical question rather than around the usual approach of different study designs. This learning is viewed from different angles (from the perspective of Painless Evidence-Based Medicine, edited by Antonio L. Dans, et al., John Wiley & Sons, Incorporated, 2017. ProQuest Ebook Central, http://ebookcentral.proquest.com/lib/bibliojaveriana-ebooks/detail.action?docID=4772289. Created from bibliojaveriana-ebooks on 2026-03-18 02:46:29. (cid:2)",ventana,19,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
48,"(cid:2) xviii both healthcare providers and their patients) and varying levels (ranging from elementaryquestionstosystemicchallenges). What does painless evidence-based medicine mean to me? Painless evidence-based medicine can be achieved, and even the most complex of conceptsmastered,if(i)itisappreciatedforhowimportantitisand(ii)learning theskillsismaderewardingand(astheirmentorandmine,DavidSackett,would say)fun! Importance: The cost of health care is increasing exponentially. Thus, evidence-based medicine is even more important as the basis for the needed toughdecisionsintimesofscarceresources.1Evidenceisbeingpublishedatever increasingrates,notonlyintraditionaljournalsbutalsointhegrayliteratureand onsocialmedia.Thus,cliniciansneedtorealizetheimportanceofnavigatingthis mazeefficiently,notonlyforthemselvesbutalsofor–andtogetherwith–their patients. As the authors point out, this requires three skill sets: acquisition, appraisal,andapplicationofevidence. Painlessness: How to make this important learning painless? I believe this is accomplishedherebymakingitrelevant,rewarding,andfun.Theauthorshave been impressivelysuccessfulinboththeirfirsteditionand thisevenbettersec- ond edition, with its new chapters on more",ventana,20,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
49,"this important learning painless? I believe this is accomplishedherebymakingitrelevant,rewarding,andfun.Theauthorshave been impressivelysuccessfulinboththeirfirsteditionand thisevenbettersec- ond edition, with its new chapters on more complicated questions concerning (cid:2) (cid:2) screeningandclinicalguidelines.Theypresentthelessonsinbite-sizedchunks,or “soundbytes,”ifyouwill,thatbreakdownevenmorecomplexconceptsintosim- pler pieces. They provide numerous examples, make navigation easy, and allow thereadertotestthemselvesinengaging“tackleboxes.”Asreadersdemonstrate .d e vre thismasteryofotherwisethreateningevidence-basedmedicineconceptstothem- se selves, they may let out a chuckle over the interspersed irreverent text and the r sth geekycartoons. g ir llA Truly,thesizeofthisimportantbookcanbedeceiving!Congratulationsonthis .d e ta secondeditionofPainlessEvidence-BasedMedicine! ro p ro cn I ,sn PeterTugwell,MD o S & CentreforGlobalHealth,Ottawa,ON,Canada y e liW n h o J .7 1 0 2 © th g iryp o C 1ToquoteHassanMchinda,DirectorGeneraloftheScienceandTechnologyCommission,Tanzania. Painless Evidence-Based",ventana,20,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
50,"y e liW n h o J .7 1 0 2 © th g iryp o C 1ToquoteHassanMchinda,DirectorGeneraloftheScienceandTechnologyCommission,Tanzania. Painless Evidence-Based Medicine, edited by Antonio L. Dans, et al., John Wiley & Sons, Incorporated, 2017. ProQuest Ebook Central, http://ebookcentral.proquest.com/lib/bibliojaveriana-ebooks/detail.action?docID=4772289. Created from bibliojaveriana-ebooks on 2026-03-18 02:46:29. (cid:2)",ventana,20,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
51,"(cid:2) Preface Inday(Leonila)andIfinishedourMastersDegreesinClinicalEpidemiologyat theMcMasterUniversityMedicalCenterinOntarioin1991.Sincethen,ourlives haveneverbeenthesame.ThelearningculturewasunusualatMac.Education was casual and fun, self-directed and interactive – very different from the seri- ous, didactic, teacher-directed learning that characterized the region we came from. Distinguished faculty insisted on being called by their first names, rather than“professor”or“doctor.”Thiswasdifficultforusatfirst,butsoonwebegan (cid:2) (cid:2) to understand: at Mac, there was only a thin, gray line separating students and teachers. Inthemidstofwhat,forus,wasanovellearningenvironment,wehadthegreat fortuneofmeetingpioneersinthefieldofclinicalepidemiology:GordonGuyatt, .d e BrianHaynes,AndyOxman,DaveSackett,andPeterTugwell,tonameafew.If vre se therewasonethingwebroughthomefrominteractingwiththeseprofessors,it r sth wasapassionforlifelonglearning.Althoughthetermhadnotyetbeencoined, g ir llA theydevelopedandtaughttherudimentsofevidence-basedmedicine(EBM):the .d e processofupdatingone’sselftoensurethatpatientsreceivenotjustthelatest,but ta ro p thebestmedicalcare. ro cn I ,sn o en O co n un o t u er r ed ret o u v",ventana,21,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
52,"ro cn I ,sn o en O co n un o t u er r ed ret o u v r e n rw to he t l h m e in P g hi o li b p s p ta in cl e e s s f t r o om pra t c h t e ic i i d n y g ll a ic nd w t o e r a ld ch o in f g M w c h M at as w te e r, h w ad e S & y",ventana,21,Painless Evidence-Based Medicine.pdf,"Dans AL et al. Painless Evidence-Based Medicine, 2017"
